id,company_name
212499,CDL Hospitality Trusts
221531,Koolearn Technology Holding Limited
206823,"Coeur Mining, Inc"
190264,"United Parcel Service, Inc"
206835,Cadiz Inc
206838,Central Puerto S.A
206850,Central European Media Enterprises Ltd
242986,Argo Blockchain PLC ADR
195265,TearLab Corporation
244037,Alpha Star Acquisition Corp
211130,Jardine Cycle & Carriage Limited
206883,"AngioDynamics, Inc"
243005,Fortune Rise Acquisition Corp
244045,Mountain & I Acquisition Co Corp
206919,"China Biologic Products Holdings, Inc"
206920,"Lantronix, Inc"
244066,Playtika Holding Corp
195307,Tourmaline Oil Corp
206999,"Intercept Pharmaceuticals, Inc"
207010,"Coherus BioSciences, Inc"
244098,Gambling.com Group Ltd
244104,Deep Medicine Acquisition Corp
207019,"PRA Health Sciences, Inc"
207025,"PRA Group, Inc"
243025,Amesite Operating Co
244122,Kensington Capital Acquisition Corp V
207031,"NetSol Technologies, Inc"
244123,Arqit Quantum Inc
243030,Marlin Technology Corp
243038,L Catterton Asia Acquisition Corp
244129,CBL & Associates Properties Inc
207076,"LSB Industries, Inc"
209911,"Digiliti Money Group, Inc"
244140,Quantum Computing Inc
244142,Ci&T Inc
244148,Avita Medical Ltd
244151,Mercato Partners Acquisition Corp
244159,Evolus Inc
190496,Standard Chartered PLC
207111,Lundin Mining Corporation
244171,Whole Earth Brands Inc
244172,PROG Holdings Inc
210660,Assicurazioni Generali S.p.A
190530,Shenzhou International Group Holdings Limited
207122,"Proto Labs, Inc"
244189,Goal Acquisitions Corp
244198,Truist Financial Corp
207125,"Amyris, Inc"
243094,Metals Acquisition Corp
244201,Bellerophon Therapeutics Inc
244206,Annovis Bio Inc
217379,Silergy Corp
207127,Repligen Corporation
243109,Kinetik Holdings Inc
244214,Armada Acquisition Corp I
243115,GAUCHO GROUP HLDGS DL-01
244219,Knightswan Acquisition Corp
244230,Immatics NV
244234,Adicet Bio Inc
190450,BYD Company Limited
207598,CAE Inc
244244,Vale SA ADR
244249,10X Capital Venture Acquisition II Corp
244251,Accretion Acquisition Corp
190590,Barratt Developments PLC
244267,Squarespace Inc
244279,"Ares Dynamic Credit Allocation Fund, Inc."
244287,Biotech Acquisition Co
207148,"AutoNation, Inc"
244303,Flaherty & Crumrine Dynamic Preferred and Income Fund
190647,Brown-Forman Corporation
244306,Katapult Holdings Inc
244310,Dada Nexus Ltd
244313,PERFORMANCE SHIPP.
244316,ChipMOS Technologies Inc
244325,Blackstone Strategic Credit Fund
244336,TortoiseEcofin Acquisition III Corp
204474,Horizon Technology Finance Corporation
244338,Renew Energy Global PLC
244340,Cartica Acquisition Corp
244341,B Riley Principal 250 Merger Corp
207193,"AMN Healthcare Services, Inc"
207196,"Nutanix, Inc"
220737,Budweiser Brewing Company APAC Limited
244360,Nabors Energy Transition Corp
240431,Concrete Pumping Holdings Class A
207210,"PRGX Global, Inc"
244366,MedTech Acquisition Corp
244369,Dlocal Ltd
244372,Ashford Hospitality Trust Inc
207225,"Assurant, Inc"
207276,"BroadVision, Inc"
207277,RELX NV
205516,ObsEva SA
207397,"Black Stone Minerals, L.P"
207408,"Lands' End, Inc"
210855,adidas AG
205873,Jupai Holdings Limited
205851,First Northwest Bancorp
207499,Comstock Mining Inc
207526,Artisan Partners Asset Management Inc
190218,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V"
207649,Lindsay Corporation
207579,Loma Negra Compania Industrial Argentina Sociedad Anonima
208390,Milestone Pharmaceuticals Inc
207608,"Cable One, Inc"
240067,Sobr Safe Inc
191036,General Dynamics Corporation
206511,Athene Holding Ltd
205999,"Jason Industries, Inc"
207338,"Alpha Pro Tech, Ltd"
207345,"Reata Pharmaceuticals, Inc"
208112,BP Prudhoe Bay Royalty Trust
190841,Honeywell International Inc
208703,Scully Royalty Ltd
208269,"Integrated Ventures, Inc"
240200,4D Molecular Therapeutics Inc
208996,Epsilon Energy Ltd
203872,"Cannae Holdings, Inc"
206068,John Bean Technologies Corporation
208876,Liquid Media Group Ltd
208671,Spotify Technology S.A
204627,Comtech Telecommunications Corp
208883,Toyota Tsusho Corporation
209692,ALTEOGEN Inc
191053,Accenture plc
203903,"Mannatech, Incorporated"
240296,US Silica Holdings Inc
240302,Pono Capital Corp
209925,Caledonia Mining Corporation Plc
210620,Akzo Nobel N.V
191301,Pentair plc
206026,Biglari Holdings Inc
210647,Hexagon AB (publ)
240337,SECOO HLDG UNSP.ADR/5
240349,Jfrog Ltd
240353,STELLAR BANCORP DL -01
210685,Chr. Hansen Holding A/S
206527,Golden Minerals Company
210701,Klepierre SA
210914,H & M Hennes & Mauritz AB (publ)
204833,Energy Services of America Corporation
204000,Global Medical REIT Inc
211042,Eiffage SA
189858,Fabrinet
210655,Embotelladora Andina S.A
220093,momo.com Inc
210677,Aspen Pharmacare Holdings Limited
211142,Voestalpine AG
220814,Remgro Limited
204934,Outfront Media Inc
205655,"Allied Healthcare Products, Inc"
211209,Crawford & Company
204608,Mesabi Trust
210737,Bayerische Motoren Werke Aktiengesellschaft
211497,Knorr-Bremse Aktiengesellschaft
194137,"Vocera Communications, Inc"
191136,Scientific Games Corporation
204156,Getty Realty Corp
206215,Kirby Corporation
240144,Touchpoint Group Holdings Inc
210834,Bank of the Philippine Islands
194652,The ExOne Company
240158,Cogent Biosciences Inc
240169,Kismet Acquisition Two Corp
210866,Smurfit Kappa Group Plc
214070,Schneider Electric S.E
210877,Investec Bank Limited
214140,Isracard Ltd
194129,"Viking Therapeutics, Inc"
240060,Fathom Holdings Inc
208416,Playa Hotels & Resorts N.V
240173,Jackson Financial Inc
240182,Authentic Equity Acquisition Corp
189788,"Walgreens Boots Alliance, Inc"
204021,The New York Times Company
240218,Porch Group Inc
240117,Orix Corp Ads
190158,"Take-Two Interactive Software, Inc"
206241,"KBR, Inc"
240136,indie Semiconductor Inc
240141,CDTi Advanced Materials Inc
240185,Ammo Inc
240195,TIMBER PHARMACEUT. INC.
194367,"United Rentals, Inc"
203270,BANDAI NAMCO Holdings Inc
214816,Getlink SE
240251,Mission Produce Inc
240254,Frontier Group Holdings Inc
205166,Dawson Geophysical Company
194677,Weingarten Realty Investors
214985,Tenet Healthcare Corporation
203945,"hhgregg, Inc"
205740,Chicago Rivet & Machine Co
240311,Equinor ASA ADR
208453,China Tower Corporation Limited
206754,Bed Bath & Beyond Inc
240317,Banco Bradesco S/A ADR
215034,NEPI Rockcastle plc
215249,Fastighets AB Balder (publ)
190535,PICC Property and Casualty Company Limited
195021,"Retail Properties of America, Inc"
215602,Trane Technologies plc
208564,Yihai International Holding Ltd
208638,SandRidge Mississippian Trust I
211297,Sanlam Limited
240363,Hess Midstream Partners LP
211333,Eurofins Scientific SE
240367,Viatris Inc
208649,Pioneer Southwest Energy Partners L.P.
216760,HelloFresh SE
190623,"Facebook, Inc"
190626,"Citizens Financial Group, Inc"
190834,Ballard Power Systems Inc
204395,"Millennium Cell, Inc"
218537,Info Edge (India) Limited
211346,Oracle Corporation Japan
219185,The Gabelli Go Anywhere Trust
219296,Venus Concept Inc
204149,"NexPoint Residential Trust, Inc"
203226,ITOCHU Corporation
195340,TetraLogic Pharmaceuticals Corporation
240448,Procept Biorobotics Corp
221379,Phunware Inc
240458,Edoc Acquisition Corp
211001,Axiata Group Berhad
221447,NMC Health Plc
221789,China Feihe Limited
240469,Build Acquisition Corp
211661,Husqvarna AB (publ)
242620,Neuropace Inc
204600,"Mirati Therapeutics, Inc"
204012,"Globus Medical, Inc"
204956,"Ezenia!, Inc"
222960,Maxis Berhad
242655,Blockchain Coinvestors Acquisition Corp I
190838,"Express, Inc"
236227,CD Projekt S.A.
212732,Singapore Technologies Engineering Ltd
201376,Sumco Corporation
204299,Contango Oil & Gas Company
205153,DiamondRock Hospitality Company
240065,HarborOne Bancorp Inc
240077,Skillful Craftsman Education Tech
240080,Guardant Health Inc
240119,RumbleON Inc
191047,Corning Incorporated
205188,ON Semiconductor Corporation
206753,"Concrete Pumping Holdings, Inc"
240138,NATWEST GROUP SP.ADR/2
206259,KEMET Corporation
205287,Empresa Distribuidora y Comercializadora Norte Sociedad Anonima
240211,The First Bancshares Inc
213381,Lizhi Inc
242780,Nexgel Inc
242793,Femasys Inc
240214,Nextier Oilfield Solutions Inc
213611,Lifco AB (publ)
240226,Lifestance Health Group Inc
240244,Oriental Culture Holding Ltd
240263,InterCloud Systems Inc
240271,Unity Software Inc
242914,UXIN LTD. ADR/30 CL.A YC1
240282,N-Able Inc
242915,Aprea Therapeutics Inc
213698,Howmet Aerospace Inc
191493,Dollar General Corporation
240346,NanoViricides Inc
193882,Brainsway Ltd
205559,"Catalent, Inc"
240356,Universe Pharmaceuticals Inc
240361,Bridgeline Digital Inc
240374,YETI Holdings Inc
214672,ESR Cayman Limited
195122,Seadrill Limited
204496,Huazhu Group Limited
206916,"National Retail Properties, Inc"
214864,Zalando SE
240377,Sonim Technologies Inc
205889,"QCR Holdings, Inc"
242968,Genprex Inc
215210,M&G plc
240389,Allegro Microsystems Inc
240394,Scopus Biopharma Inc
215677,Covivio
242999,Direct Selling Acquisition Corp
240410,Pagerduty Inc
190198,Link Real Estate Investment Trust
215850,Madison Square Garden Entertainment Corp
217363,Voltronic Power Technology Corp
243028,Deep Lake Capital Acquisition Corp
195133,scPharmaceuticals Inc
205292,EDAP TMS S.A
229495,Chevron Corp
240417,HPX Corp
205638,PagSeguro Digital Ltd
240420,Arcutis Biotherapeutics Inc
195141,Rayonier Advanced Materials Inc
218572,NTPC Limited
205901,NIO Inc
204954,DBS Group Holdings Ltd
240430,Zimmer Energy Transition Acquisition Corp
240432,Janux Therapeutics Inc
204965,DARA Biosciences Inc
243039,Gain Therapeutics Inc
205357,CubeSmart
240436,Silence Therapeutics PLC
205897,Jones Lang LaSalle Incorporated
240439,Audacy Inc
240443,LegalZoom.com Inc
194679,WSFS Financial Corporation
240445,Albertsons Companies
218646,Maruti Suzuki India Limited
218690,SRF Limited
218715,UPL Limited
240463,Rain Therapeutics Inc
205353,"Ocular Therapeutix, Inc"
218876,Biocon Limited
219072,WiMi Hologram Cloud Inc
243084,Rigel Resource Acquisition Corp
242639,Healthpeak Properties Inc
194899,"Southern First Bancshares, Inc"
219079,Dabur India Limited
242640,Omniq Corp
242647,LogicMark Inc
242659,Pampa Energía S.A
242665,Alpine Acquisition Corp
242670,Gan Ltd
243110,Orion Biotech Opportunities Corp
242675,First Eagle Alternative Capital BDC Inc
242678,ING Group NV ADR
205101,"Ooma, Inc"
206295,OrthoPediatrics Corp
206298,"Kindred Biosciences, Inc"
195022,"Rapid7, Inc"
205156,Duke Realty Corporation
242680,CELLECTAR NEW22 DL-00001
219149,Housing Development Finance Corporation Limited
205258,"Equity LifeStyle Properties, Inc"
207291,LiNiu Technology Group
240398,Social Capital Suvretta Holdings Corp IV
242682,Civitas Resources Inc
219155,Hindalco Industries Limited
240406,89bio Inc
205275,"Euronet Worldwide, Inc"
219348,Goodman Group
240419,AGBA HLDG LTD DL-001
219432,GPT Group
205555,"Greene County Bancorp, Inc"
219894,Saudi Electricity Company
220074,Banque Saudi Fransi
220075,The Saudi Investment Bank
205602,"ONE Gas, Inc"
240441,Innate Pharma
240454,HCI Group Inc
240456,Aarons Inc
191080,SVB Financial Group
240464,Toast Inc
240465,Axion Power International Inc
240466,Social Capital Suvretta Holdings Corp II
240467,Chicago Atlantic Real Estate Finance Inc
240468,Cascadia Acquisition Corp
242694,LianBio ADR
205571,CSP Inc
206407,Abraxas Petroleum Corporation
242631,Apollo Strategic Growth Capital II
223310,Bharti Airtel Limited
223348,Sun Pharmaceutical Industries Limited
224126,Grasim Industries Limited
229469,Comcast Corp
242635,MetroCity Bankshares
242644,Spire Global Inc
237811,Bandhan Bank Limited
195458,"Square, Inc"
206471,RADCOM Ltd
238790,Adani Enterprises Limited
242715,Sigilon Therapeutics Inc
206537,Adtalem Global Education Inc
242723,Cognyte Software Ltd
242725,Rocket Pharmaceuticals Inc
205722,"Frequency Electronics, Inc"
189815,"WhiteHorse Finance, Inc"
242666,Biocardia Inc
242668,TKB Critical Technologies 1
242669,Aurora Acquisition Corp
191395,American Airlines Group Inc
205782,"CVR Energy, Inc"
242676,Liveramp Holdings Inc
242679,Nova Vision Acquisition Corp
206552,Ascendis Pharma A/S
201229,GLP J-REIT
242690,Polarityte Inc
242692,Roth CH Acquisition V Co
202263,Bangkok Expressway and Metro Public Company Limited
205927,Kadant Inc
242733,Global Ship Lease Inc
242703,Latch Inc
202018,Mitsubishi Chemical Holdings Corporation
242738,Ryanair Holdings PLC ADR
242716,MCEWEN MINING INC.
242727,Chewy Inc
220946,Greenrose Acquisition Corp
242746,Roblox Corp
242740,Telefonica SA ADR
242748,Finward Bancorp
242762,Jerash Holdings US Inc
242777,SVF Investment Corp
242749,Personalis Inc
242754,Kuke Music Holding Ltd
242764,Allogene Therapeutics Inc
242804,Ahren Acquisition Corp
206171,BRT Apartments Corp
206686,AZZ Inc
242772,ABVC Biopharma Inc
242810,HNR Acquisition Corp
206137,"Quanta Services, Inc"
206002,"J. Alexander's Holdings, Inc"
242778,Quanex Building Products
242785,Enact Holdings Inc
242837,Genesis Unicorn Capital Corp
206781,"The National Security Group, Inc"
242847,Cipher Mining Inc
242789,Society Pass Inc
242790,Lufax Holding Ltd
242851,InspireMD Inc
242855,Pmv Pharmaceuticals Inc
242796,InflaRx N.V.
242871,XTL Biopharmaceuticals Ltd ADR
242802,Fresenius Medical Care Corporation
242809,MoneyLion Inc
242880,Kura Sushi USA Inc
242886,Scynexis Inc
206190,"Krystal Biotech, Inc"
203845,"The Hain Celestial Group, Inc"
242827,Cellebrite DI
242830,Berkeley Lights Inc
203860,MTS Systems Corporation
242836,Tintri Inc
204870,Diodes Incorporated
205611,"Five9, Inc"
242838,Azek Company Inc
189973,Banco Bradesco S.A
242917,Eve Holding Inc
207057,Regis Corporation
242850,Nippon Telegraph and Telephone Corp ADR
242922,Williams Rowland Acquisition Corp
242856,Lions Gate Entertainment
242925,East Resources Acquisition Co
242926,Entrada Therapeutics Inc
242858,Towerstream Corp
242859,Thryv Holdings Inc
206342,"Identiv, Inc"
242948,Angion Biomedica Corp
207177,Chemed Corporation
242879,Gulf Resources Inc
242881,Rallybio Corp
206375,Insmed Incorporated
206555,"Isramco, Inc"
207132,"ParkerVision, Inc"
206300,"Kirkland's, Inc"
242979,Candel Therapeutics Inc
204402,"J.W. Mays, Inc"
206429,Regal Beloit Corporation
242988,Immunovant Inc
242989,Mountain Crest Acquisition IV Corp Unit
206903,"ICU Medical, Inc"
242895,Signify Health Inc
190048,"UFP Technologies, Inc"
206478,Ames National Corporation
194504,Auto Trader Group plc
243004,AgriFORCE Growing Systems Ltd
204145,"Computer Programs and Systems, Inc"
243008,Creative Medical Technology Holdings Inc
243009,Monterey Bio Acquisition Corp
210529,PacWest Equities Inc
243024,Ace Global Business Acquisition Ltd
243029,Ftac Zeus Acquisition Corp
204189,"P&F Industries, Inc"
242910,Calithera Biosciences Inc
242912,Scworx Corp
242920,Gaia Inc
242929,FTC Solar Inc
243054,Virgin Galactic Holdings Inc
243056,Aethlon Medical Inc
243058,Northern Star Investment Corp III
206727,IQVIA Holdings Inc
242931,CEVA Inc
242932,Xenetic Biosciences Inc
243081,Rezolute Inc
243093,Fulcrum Therapeutics Inc
208493,Haitian International Holdings Limited
242953,Kiora Pharmaceuticals Inc
242955,Dynex Capital Inc
242956,Beard Energy Transition Acquisition Corp
243102,DigitalOcean Holdings Inc
190937,Great Ajax Corp
206611,Restaurant Brands International Inc
204435,AECOM
207453,LCNB Corp
204449,Matthews International Corporation
207370,Liberty Oilfield Services Inc
242958,Amplitude Inc
242959,Fox Corp Class A
204453,Merchants Bancorp
210742,Geberit AG
205848,Parnell Pharmaceuticals Holdings Ltd
242963,Westell Technologies Inc
242964,NLS Pharmaceutics AG
204464,Metropolitan Bank Holding Corp
240409,Legend Biotech Corp
242970,Talaris Therapeutics Inc
206587,"Investors Bancorp, Inc"
240425,9 METERS BIOPHARM.DL-001
242975,CHEET.M.ADR 50 NEW
242982,Jamf Holding
205937,Rediff.com India Limited
206610,"Intra-Cellular Therapies, Inc"
240438,EXICURE INC. DL-0001
242984,Vision Marine Technologies Inc
208925,Fangdd Network Group Ltd
240455,Asensus Surgical Inc
240446,Design Therapeutics Inc
240457,Ftac Zeus Acquisition Corp Unit
242624,Cyclacel Pharmaceuticals Inc
243012,Chesapeake Energy Corp
243017,Delek US Energy Inc
242660,Ufp Industries Inc
240037,Marpai Inc
240275,Gen Digital Inc.
240049,ANI Pharmaceuticals Inc
240054,Artemis Strategic Investment Corp
240281,RadNet Inc
240292,National American University Holdings Inc
240057,Black Spade Acquisition Co
242685,Monday.Com Ltd
242686,Castle Biosciences Inc
242695,Agiliti Inc
242700,Procore Technologies Inc
210670,Sonova Holding AG
240073,Ascendant Digital Acquisition III Corp
210773,Swiss Life Holding AG
240085,Magyar Bancorp Inc
242720,Clearfield Inc
242759,Farfetch Ltd Class A
240108,Payoneer Global Inc
206984,"Akari Therapeutics, Plc"
210999,Porsche Automobil Holding SE
242805,Milestone Scientific
211720,Nedbank Group Limited
204846,Enstar Group Limited
240303,Organon & Co
240309,Avid Bioservices Inc
243036,Coursera Inc
243042,AllianceBernstein Holding LP
204869,Oramed Pharmaceuticals Inc
243044,Hbt Financial Inc
243049,Abcellera Biologics Inc
194280,"Texas Roadhouse, Inc"
204896,"Bottomline Technologies (de), Inc"
243053,Avalo Therapeutics Inc
243060,Movano Inc
242901,Immunitybio Inc
205845,ARC Resources Ltd
242916,Huadi International Group Co Ltd
240177,Evofem Biosciences Inc
205934,"American Realty Investors, Inc"
242923,Allied Gaming & Entertainment Inc.
242978,Finance of America Companies Inc
242985,Mobiquity Technologies Inc
205044,"DCP Midstream, LP"
242991,CEL-SCI Corp
240207,Tango Therapeutics Inc
242995,Sanara Medtech Inc
240215,BurTech Acquisition Corp
194313,trivago N.V
203842,"Halozyme Therapeutics, Inc"
191221,"American International Group, Inc"
220258,Dexus
240318,Zhongchao Inc
240322,Healthcare Triangle Inc
243031,China Finance Online Co Limited
243033,EverCommerce Inc
191404,DISH Network Corporation
243048,Generations Bancorp NY Inc
243069,THERIVA BIOLOGICS DL-001
239966,Vegware Ltd
243061,Grupo Aeroportuario del Centro Norte SAB de CV
243085,Aslan Pharmaceuticals Ltd ADR
212600,Genting Singapore Limited
207027,"AMAG Pharmaceuticals, Inc"
240245,Slam Corp
243117,Usio Inc
213425,South32 Limited
243080,Glory Star New Media Group Holdings Ltd
240264,Erytech Pharma SA ADR
217929,Addentax Group Corp
220848,Gold Dynamics Corp
243097,IZEA Inc
205253,Eltek Ltd
205298,Encompass Health Corporation
207623,"Apogee Enterprises, Inc"
243100,SWK Holdings Corp
207098,Horizon Therapeutics Public Limited Company
243101,Finch Therapeutics Group Inc
243111,Emerald Expositions Events Inc
243149,IGM Biosciences Inc
190336,Berkshire Hathaway Inc
200917,MediPal Holdings Corporation
243190,Montauk Renewables Inc
243202,6D Global Technologies Inc
240287,Ast Spacemobile Inc
243213,Great Elm Group Inc
210788,VAT Group AG
240293,Augmedix Inc
243208,Via Renewables Inc
207106,Antero Midstream Corporation
243219,Yellow Corp
207723,"Haber, Inc"
243175,XPAC Acquisition Corp Unit
243176,First Light Acquisition Group Inc
243236,Clearway Energy Inc Class C
243243,Mullen Automotive Inc
190372,Norwegian Cruise Line Holdings Ltd
206410,Avalon Holdings Corporation
240298,MaxCyte Inc
240304,CONFORMIS NEW DL-00001
243185,Phathom Pharmaceuticals Inc
210802,Wilmar International Limited
240305,Achieve Life Sciences Inc
205463,Griffon Corporation
240323,Xometry Inc
240333,Lake Shore Bancorp Inc
207982,Castor Maritime Inc
240421,Lument Finance Trust Inc
240428,Musclepharm Corp
243317,Bally's Corp
220062,Riyad Bank
243349,Transcat Inc
240329,Gyrodyne Company of America Inc
243354,Integral Ad Science Holding LLC
221638,Hansoh Pharmaceutical Group Company Limited
208833,Z Holdings Corporation
222585,Hong Leong Financial Group Berhad
243384,Algoma Steel Group Inc
243223,Lottery.com Inc
243410,Kiromic Biopharma Inc
205627,"First Guaranty Bancshares, Inc"
240344,Beyond Air Inc
240345,Rover Group Inc
210644,Hongkong Land Holdings Limited
243435,DESWELL INDS INC. DL-01
243443,Procaps Group SA
205653,Fluidigm Corporation
243506,Full Truck Alliance Co Ltd ADR
207168,"AMERISAFE, Inc"
243239,First Watch Restaurant Group Inc
190160,"Digital Realty Trust, Inc"
210743,The Swatch Group AG
210873,Baloise Holding AG
190196,"Marsh & McLennan Companies, Inc"
190212,"AvalonBay Communities, Inc"
204506,Portland General Electric Company
190743,BioMarin Pharmaceutical Inc
190774,Exelon Corporation
240360,Didi Global Inc ADR
243570,Perimeter Solutions SA
190235,The Kroger Co
205736,"Friedman Industries, Incorporated"
240362,Vahanna Tech Edge Acquisition I Corp
243616,Ebet Inc
190291,"Utah Medical Products, Inc"
240365,Bit Digital Inc
240370,Blue Owl Capital Inc
243633,MyMD Pharmaceuticals Inc
243267,Tastemaker Acquisition Corp
243269,LIVEWIRE GROUP DL-0001
207259,"Bankwell Financial Group, Inc"
205118,Emergent BioSolutions Inc
240373,Century Communities Inc
190347,EQT Corporation
190356,"Equinix, Inc. (REIT)"
243273,Proof Acquisition I Corp
243274,Braemar Hotel & Resorts Inc
205788,Furmanite Corp
190364,Banco Santander-Chile
243289,Clean Earth Acquisitions Corp
243720,Companhia Paranaense de Energia Pref ADR
240429,GSK PLC SP. ADR/2 NEW
190393,Industrial and Commercial Bank of China Limited
205810,"Camping World Holdings, Inc"
243309,Cyteir Therapeutics Inc
205942,"Kimball International, Inc"
190489,"Conagra Brands, Inc"
243767,dMY Technology Group Inc VI
190497,Eastman Chemical Company
207304,Live Ventures Incorporated
240396,Integrated Media Technology Ltd
243774,VYANT BIO INC.NEW -0001
243320,Alset Capital Acquisition Corp
205949,"National Bankshares, Inc"
243796,Dutch Bros Inc
190699,Associated British Foods plc
205891,"Arena Pharmaceuticals, Inc"
243333,Galecto Inc
243339,CrossFirst Bankshares Inc
190734,"East West Bancorp, Inc"
243348,Anheuser Busch Inbev NV ADR
207364,"Aqua Metals, Inc"
221891,Mapletree Logistics Trust
243848,Mowi ASA ADR
243353,PMV Consumer Acquisition Corp
243356,Pinterest Inc
243878,Chunghwa Telecom Co Ltd
206015,"Saul Centers, Inc"
224004,Bajaj Finance Limited
243892,Cepton Inc
243363,FGI Industries Ltd
205415,Franklin Street Properties Corp
205447,Potbelly Corporation
194835,Siebert Financial Corp
243364,Oceantech Acquisitions I Corp
239963,Multi-Color Corporation
206046,Bitauto Holdings Limited
206047,Arrow Financial Corporation
206052,BlackRock Capital Investment Corporation
243976,Black Diamond Therapeutics Inc
243378,Tailwind International Acquisition Corp
207581,"PTC Therapeutics, Inc"
189976,Fifth Third Bancorp
190033,Broadcom Inc
244001,Novo Integrated Sciences Inc
244032,Upland Software Inc
205670,Oxford Lane Capital Corp
243407,Sagaliam Acquisition Corp Unit
244040,Vir Biotechnology Inc
207676,Destination Maternity Corporation
243426,Perella Weinberg Partners
190875,Allegiant Travel Company
207768,Clarivate Analytics Plc
244078,Roadrunner Transportation Systems Inc
244081,Icosavax Inc
208481,36Kr Holdings Inc
244086,G Willi-Food International Ltd
206937,"Power Solutions International, Inc"
216362,Grindrod Shipping Holdings Ltd
243130,Pangaea Logistic
204678,"Clearside Biomedical, Inc"
193596,Aluminum Corporation of China Limited
243169,Gannett Co Inc
243172,LeMaitre Vascular Inc
243178,Statera Biopharma Inc
204070,"NACCO Industries, Inc"
189918,The Brink's Company
243198,CLPS Inc
243459,ShoulderUP Technology Acquisition Corp
190377,InterContinental Hotels Group PLC
243469,Perpetua Resources Corp
190433,"Essex Property Trust, Inc"
243259,Koninklijke Philips NV ADR
243312,Prelude Therapeutics Inc
243491,Talis Biomedical Corp
207632,Alcon Inc
243495,Pennant Group Inc
206302,"Boot Barn Holdings, Inc"
243319,BridgeBio Pharma Inc
195219,Titan Machinery Inc
206310,KKR & Co. Inc
243371,Zentalis Pharmaceuticals Llc
243395,ContraFect Corp
243402,Northeast Bancorp
243408,Austin Gold Corp
191049,"Prudential Financial, Inc"
243416,Science 37 Holdings Inc
243505,Fresh Grapes LLC
218509,Nestle India Limited
243509,PLURI INC.
243513,Loyalty Ventures Inc
243424,TechTarget Inc
243448,Cantaloupe Inc
243510,JRjr33 Inc
243519,MultiPlan Corporation
205649,The First of Long Island Corporation
243566,Stoke Therapeutics Inc
243579,Kid Brands Inc
243544,Navitas Semiconductor Corp
243630,Sanofi ADR
243553,Landsea Homes Corp
243636,TELECOM ITAL.RISP. ADR/10
243639,WESTROCK COFFEE CL.A
194955,"Super Micro Computer, Inc"
206035,"Big Lots, Inc"
243646,TTEC Holdings Inc
243562,Andretti Acquisition Corp
243565,China Index Holdings Ltd
190072,The Unilever Group
243699,JAKKS Pacific Inc
243704,EG Acquisition Corp
201256,COSMOS Pharmaceutical Corporation
243701,Navidea Biopharmaceuticals Inc
204759,"HMG/Courtland Properties, Inc"
243572,Oxbridge Re Holdings Ltd
243769,Sohu.Com Inc
243782,PDS Biotechnology Corp
243813,Grifols SA ADR
190106,"Alexandria Real Estate Equities, Inc"
204696,"MGP Ingredients, Inc"
200891,Kyocera Corporation
243601,Tuya Inc ADR
206852,"RGC Resources, Inc"
191166,"Guidewire Software, Inc"
243612,Symbotic Inc
243884,NABRIVA THERAPEUT. DL-01
207084,"Live Nation Entertainment, Inc"
243937,Yatra Online Inc
243954,SYROS PHARMAC.NEW DL-001
243960,Sibanye Gold Ltd ADR
243989,Red River Bancshares Inc
244008,Processa Pharmaceuticals Inc
244043,Home Point Capital Inc
194838,Sify Technologies Limited
244055,Novavax Inc
244065,American Spectrum Realty Inc
244075,Blackline Inc
244077,Weave Communications Inc
191490,"Regeneron Pharmaceuticals, Inc"
195051,"Raymond James Financial, Inc"
243647,Innovative International Acquisition Corp
243649,Hyperdynamics Corp
189774,Aircastle Limited
243651,Gores Holdings IX Inc
189784,Westpac Banking Corporation
191412,"Lowe's Companies, Inc"
197400,New China Life Insurance Company Ltd
191420,Trimble Inc
210656,DiaSorin S.p.A
240031,John Wiley & Sons B
243658,CompoSecure Inc
189806,"Foot Locker, Inc"
191436,Tejon Ranch Co
243665,Cincinnati Bancorp
243669,Valaris Ltd
240052,John Marshall Bancorp Inc
189819,"Oxford Industries, Inc"
240056,Bon Natural Life Ltd
243679,Acumen Pharmaceuticals Inc
189831,Pitney Bowes Inc
190938,"Aerojet Rocketdyne Holdings, Inc"
206746,Quotient Technology Inc
194840,SJW Group
240089,Welsbach Technology Metals Acquisition Corp
190955,Swedbank AB (publ)
243696,AXIOS Sustainable Growth
240101,TC BIOPHARM(HLD.)SP.ADS/1
240104,ESS Tech Inc
243703,agilon health Inc
240112,Voxeljet Ag
243707,ALTERITY THERAP.ADR/600
191022,"Banco Santander, S.A"
213009,ASSA ABLOY AB (publ)
189860,Vertex Pharmaceuticals Incorporated
189873,CIT Group Inc
191027,"Steel Dynamics, Inc"
243714,Cactus Acquisition Corp 1 Ltd
189876,Viad Corp
206091,Brookfield Infrastructure Partners L.P
206094,Bank of Marin Bancorp
243718,Upstart Holdings Inc
240137,H.O.F.RES.+E.NEW DL-0001
191573,"Teradyne, Inc"
203541,ORIX JREIT Inc
189895,Willis Lease Finance Corporation
189897,"Xilinx, Inc"
191579,Tenneco Inc
243734,Ucommune International Ltd
191061,Silicon Laboratories Inc
240148,LM Funding America Inc
240149,CF Acquisition Corp VIII
240151,Integral Acquisition 1 Corp
206864,Crestwood Equity Partners LP
240157,Good Works II Acquisition Corp
243741,Aspen Group Inc
203910,Park Hotels & Resorts Inc
189909,Check Point Software Technologies Ltd
191091,"Southern Missouri Bancorp, Inc"
